6522486.104651 1836843.695522   0.000000 -2079.007028 7382.375569   0.000000  -8.355647  -2.353160  -0.000000 398095.078888
6273295.312155 2561752.968779   0.000000 -2899.486087 7100.326044   0.000000  -8.036415  -3.281808  -0.000000 398094.532815
5943826.118766 3253879.182984   0.000000 -3682.860347 6727.414618   0.000000  -7.614343  -4.168458  -0.000000 398093.523475
5538294.736069 3904365.290142   0.000000 -4419.105234 6268.413303   0.000000  -7.094834  -5.001767  -0.000000 398091.917474
5061890.716972 4504887.092502   0.000000 -5098.799281 5729.195709   0.000000  -6.484534  -5.771071  -0.000000 398089.589051
4520710.547267 5047759.757493   0.000000 -5713.244663 5116.661875   0.000000  -5.791253  -6.466527  -0.000000 398086.421693
3921679.634252 5526036.150759   0.000000 -6254.578476 4438.649969   0.000000  -5.023863  -7.079234  -0.000000 398082.309620
3272463.690794 5933595.729784   0.000000 -6715.873321 3703.836007   0.000000  -4.192183  -7.601355  -0.000000 398077.159142
2581370.648629 6265222.861396   0.000000 -7091.225933 2921.622836   0.000000  -3.306854  -8.026207  -0.000000 398070.889858
1857244.355726 6516673.561734   0.000000 -7375.832696 2102.019846   0.000000  -2.379204  -8.348353  -0.000000 398063.435682
1109351.417465 6684729.805320   0.000000 -7566.051106 1255.514907   0.000000  -1.421102  -8.563671  -0.000000 398054.745692
347262.628920 6767240.708799   0.000000 -7659.446371 392.940203   0.000000  -0.444808  -8.669405  -0.000000 398044.784778
-419269.485345 6763150.062697   0.000000 -7654.822575 -474.666346   0.000000   0.537187  -8.664200  -0.000000 398033.534096
-1180435.457863 6672509.859013   0.000000 -7552.237995 -1336.202294   0.000000   1.512316  -8.548122  -0.000000 398020.991305
-1926494.395399 6496479.641463   0.000000 -7353.004379 -2180.642704   0.000000   2.468104  -8.322654  -0.000000 398007.170599
-2647898.621421 6237311.686343   0.000000 -7059.670194 -2997.181196   0.000000   3.392318  -7.990679  -0.000000 397992.102526
-3335415.849821 5898322.203085   0.000000 -6675.988052 -3775.368208   0.000000   4.273134  -7.556443  -0.000000 397975.833596
-3980247.327276 5483848.922250   0.000000 -6206.866744 -4505.244698   0.000000   5.099277  -7.025500  -0.000000 397958.425689
-4574140.433027 4999195.612718   0.000000 -5658.308475 -5177.469574   0.000000   5.860176  -6.404641  -0.000000 397939.955259
-5109494.295592 4450564.236953   0.000000 -5037.332115 -5783.439243   0.000000   6.546092  -5.701810  -0.000000 397920.512361
-5579457.075020 3844975.611307   0.000000 -4351.883435 -6315.397715   0.000000   7.148246  -4.925997  -0.000000 397900.199494
-5978013.665690 3190179.585385   0.000000 -3610.733488 -6766.535892   0.000000   7.658928  -4.087130  -0.000000 397879.130294
-6300062.696953 2494555.888649   0.000000 -2823.366411 -7131.078737   0.000000   8.071601  -3.195940  -0.000000 397857.428078
-6541481.845627 1767006.911925   0.000000 -1999.858109 -7404.359233   0.000000   8.380980  -2.263831  -0.000000 397835.224266
-6699180.623638 1016843.794841   0.000000 -1150.747346 -7582.878163   0.000000   8.583103  -1.302732  -0.000000 397812.656700
-6771139.964193 253667.276060   0.000000 -286.900901 -7664.348960   0.000000   8.675378  -0.324941  -0.000000 397789.867880
-6756438.098609 -512755.169555   0.000000 580.625482 -7647.727041   0.000000   8.656622   0.657028  -0.000000 397767.003140
-6655262.391243 -1272614.334937   0.000000 1440.728579 -7533.223250   0.000000   8.527070   1.630606  -0.000000 397744.208789
-6468906.979604 -2016184.826357   0.000000 2282.399795 -7322.301232   0.000000   8.288378   2.583333  -0.000000 397721.630237
-6199756.248357 -2733949.543674   0.000000 3094.866077 -7017.658774   0.000000   7.943595   3.503013  -0.000000 397699.410136
-5851254.347299 -3416721.501787   0.000000 3867.727822 -6623.193349   0.000000   7.497132   4.377873  -0.000000 397677.686551
-5427861.142068 -4055761.433510   0.000000 4591.092021 -6143.952288   0.000000   6.954701   5.196715  -0.000000 397656.591195
-4934995.160198 -4642889.667846   0.000000 5255.698936 -5586.068237   0.000000   6.323241   5.949053  -0.000000 397636.247742
-4378964.261729 -5170590.850675   0.000000 5853.040664 -4956.680701   0.000000   5.610833   6.625257  -0.000000 397616.770245
-3766884.920980 -5632110.166300   0.000000 6375.470108 -4263.844698   0.000000   4.826595   7.216667  -0.000000 397598.261674
-3106591.152113 -6021539.826971   0.000000 6816.298909 -3516.427676   0.000000   3.980563   7.715711  -0.000000 397580.812596
-2406534.243953 -6333894.722012   0.000000 7169.883131 -2723.996017   0.000000   3.083567   8.115998  -0.000000 397564.500021
-1675674.587458 -6565176.256928   0.000000 7431.695556 -1896.692583   0.000000   2.147088   8.412401  -0.000000 397549.386412
-923366.980731 -6712423.564081   0.000000 7598.383693 -1045.106874   0.000000   1.183113   8.601124  -0.000000 397535.518882
-159240.880174 -6773751.428317   0.000000 7667.812742 -180.139453   0.000000   0.203983   8.679749  -0.000000 397522.928598
606922.868679 -6748374.441090   0.000000 7639.092963 687.137614   0.000000  -0.777767   8.647267  -0.000000 397511.630376
1365317.241903 -6636617.073155   0.000000 7512.591092 1545.622527   0.000000  -1.749570   8.504094  -0.000000 397501.622492
2106234.585765 -6439909.536332   0.000000 7289.925675 2384.325897   0.000000  -2.698984   8.252059  -0.000000 397492.886708
2820190.895038 -6160769.487036   0.000000 6973.946361 3192.511462   0.000000  -3.613854   7.894389  -0.000000 397485.388499
3498047.229174 -5802769.805697   0.000000 6568.697420 3959.833556   0.000000  -4.482469   7.435662  -0.000000 397479.077499
4131126.711163 -5370492.864721   0.000000 6079.365978 4676.469581   0.000000  -5.293708   6.881750  -0.000000 397473.888144
4711325.610540 -4869471.870750   0.000000 5512.215593 5333.245771   0.000000  -6.037186   6.239744  -0.000000 397469.740513
5231217.087867 -4306120.032682   0.000000 4874.506059 5921.754652   0.000000  -6.703384   5.517863  -0.000000 397466.541350
5684146.272143 -3687648.462828   0.000000 4174.400452 6434.462681   0.000000  -7.283774   4.725346  -0.000000 397464.185256
6064315.453742 -3021973.862949   0.000000 3420.860606 6864.806688   0.000000  -7.770927   3.872342  -0.000000 397462.556042
6366858.302203 -2317617.177681   0.000000 2623.532365 7207.277896   0.000000  -8.158607   2.969768  -0.000000 397461.528214
6587902.158942 -1583594.513489   0.000000 1792.622086 7457.492423   0.000000  -8.441851   2.029179  -0.000000 397460.968580
6724617.607759 -829301.720220   0.000000 938.765968 7612.247394   0.000000  -8.617034   1.062615  -0.000000 397460.737957
6775254.689085 -64394.113342   0.000000  72.893879 7669.561912   0.000000  -8.681914   0.082451  -0.000000 397460.692947
6739165.295027 701337.122987   0.000000 -793.910561 7628.702399   0.000000  -8.635661  -0.898768  -0.000000 397460.687779
6616811.459240 1458090.269589   0.000000 -1650.551860 7490.191954   0.000000  -8.478868  -1.868482  -0.000000 397460.576174
6409759.436307 2196178.538176   0.000000 -2486.064682 7255.803635   0.000000  -8.213543  -2.814278  -0.000000 397460.213212
6120659.647194 2906154.063569   0.000000 -3289.754197 6928.537737   0.000000  -7.843082  -3.724050  -0.000000 397459.457195
5753212.748238 3578928.835317   0.000000 -4051.332963 6512.583369   0.000000  -7.372227  -4.586153  -0.000000 397458.171453
5312122.258648 4205891.021202   0.000000 -4761.052588 6013.264811   0.000000  -6.807006  -5.389553  -0.000000 397456.226100
4803034.353434 4779015.194255   0.000000 -5409.828484 5436.973357   0.000000  -6.154654  -6.123967  -0.000000 397453.499691
